SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
101324,0,Cash loans,F,N,Y,4,121500,1125000,32895,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-15155,-3115,0,-2485,,1,1,1,1,1,0,Core staff,6,2,2,MONDAY,14,0,0,0,0,0,0,Kindergarten,,0.308918832,0.581483706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
101325,0,Cash loans,F,N,Y,0,225000,450000,21649.5,450000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-20728,365243,-8524,-872,,1,0,0,1,0,0,,2,2,2,MONDAY,14,0,0,0,0,0,0,XNA,,0.746250449,0.588487788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
101326,0,Cash loans,F,N,Y,0,90000,808650,23773.5,675000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-23352,365243,-2823,-4883,,1,0,0,1,0,0,,2,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.211039109,0.619527708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
101328,0,Cash loans,F,N,Y,0,202500,540000,25978.5,540000,Family,State servant,Secondary / secondary special,Married,House / apartment,0.026392,-20063,-1907,-8469,-3619,,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,14,0,0,0,0,0,0,Kindergarten,,0.703955287,0.612704244,0.3495,0.275,0.9871,0.8232,0.1085,0.4,0.3448,0.3333,0.375,0.1111,0.2849,0.3071,0,0.2192,0.3561,0.2854,0.9871,0.8301,0.1095,0.4028,0.3448,0.3333,0.375,0.1136,0.3113,0.32,0,0.2321,0.3529,0.275,0.9871,0.8256,0.1092,0.4,0.3448,0.3333,0.375,0.113,0.2899,0.3127,0,0.2238,reg oper account,block of flats,0.2892,"Stone, brick",No,8,3,8,2,-206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
101330,1,Revolving loans,M,Y,Y,0,270000,180000,9000,180000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.006629,-15061,-1873,-2614,-1789,17,1,1,1,1,1,0,Drivers,1,2,2,SATURDAY,7,0,0,0,0,0,0,Self-employed,,0.672322336,0.736622698,0.0186,,0.9906,1,0,0,0.0572,0.0275,0.0417,0,0.0151,0.0109,0,0.0122,0.0168,,1,1,0,0,0.069,0.0417,0.0417,0,0.0147,0.0071,0,0.0112,0.0187,,0.993,1,0,0,0.069,0.0417,0.0417,0,0.0154,0.012,0,0.0117,not specified,block of flats,0.0085,Wooden,No,2,0,2,0,-591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101331,0,Cash loans,F,N,N,1,270000,733315.5,39069,679500,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.006629,-10056,-1357,-4494,-2657,,1,1,1,1,1,0,High skill tech staff,3,2,2,SATURDAY,10,0,0,0,1,1,0,Self-employed,,0.490818531,0.490257512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
101333,0,Cash loans,F,N,Y,0,135000,397881,26716.5,328500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0105,-22407,365243,-10324,-4435,,1,0,0,1,0,0,,2,3,3,MONDAY,9,0,0,0,0,0,0,XNA,,0.577040626,,0.0186,0.0291,0.9851,0.796,0.0024,0,0.069,0.0833,0.125,0,0.0151,0.0168,0,0,0.0189,0.0302,0.9851,0.804,0.0024,0,0.069,0.0833,0.125,0,0.0165,0.0175,0,0,0.0187,0.0291,0.9851,0.7987,0.0024,0,0.069,0.0833,0.125,0,0.0154,0.0171,0,0,reg oper account,block of flats,0.0145,Panel,No,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101334,0,Cash loans,M,Y,Y,0,247500,805536,34258.5,720000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-21641,-1848,-5166,-4311,15,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,17,0,0,0,0,1,1,Postal,,0.756760573,0.576208836,0.0825,0.1031,0.9881,0.8368,,0,0.1379,0.1667,,0.1291,,0.085,,0,0.084,0.1069,0.9881,0.8432,,0,0.1379,0.1667,,0.132,,0.0885,,0,0.0833,0.1031,0.9881,0.839,,0,0.1379,0.1667,,0.1313,,0.0865,,0,reg oper account,block of flats,0.0668,Panel,No,5,0,5,0,-1295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101335,0,Cash loans,M,Y,Y,1,135000,526491,32337,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008866,-11741,-273,-209,-3756,7,1,1,0,1,0,0,Laborers,3,2,2,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.397810319,0.427768243,0.707699345,0.0577,0.0668,0.9781,0.7008,0.0077,0,0.1379,0.1667,0.2083,0.0376,0.0471,0.0536,0.027,0.0772,0.0588,0.0694,0.9782,0.7125,0.0078,0,0.1379,0.1667,0.2083,0.0385,0.0514,0.0558,0.0272,0.0817,0.0583,0.0668,0.9781,0.7048,0.0077,0,0.1379,0.1667,0.2083,0.0383,0.0479,0.0546,0.0272,0.0788,reg oper account,block of flats,0.0739,"Stone, brick",No,0,0,0,0,-2155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101336,0,Cash loans,F,Y,Y,0,157500,675000,28597.5,675000,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.026392,-8230,-1147,-1535,-900,6,1,1,0,1,0,0,High skill tech staff,2,2,2,FRIDAY,17,0,0,0,0,0,0,Business Entity Type 2,0.257099037,0.459607736,0.321735282,0.1041,,0.9975,,,0.08,0.0345,0.6667,,,,0.1313,,0.0359,0.1061,,0.9975,,,0.0806,0.0345,0.6667,,,,0.1368,,0.038,0.1051,,0.9975,,,0.08,0.0345,0.6667,,,,0.1336,,0.0367,,block of flats,0.1111,Mixed,No,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101338,0,Cash loans,F,N,Y,0,121500,176328,14058,139500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-8098,-430,-1686,-699,,1,1,0,1,1,0,Laborers,2,2,2,THURSDAY,10,0,0,0,1,1,0,Trade: type 7,0.271387966,0.074158695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101339,0,Cash loans,F,Y,N,0,292500,751500,20794.5,751500,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.015221,-9672,-1252,-4528,-2306,5,1,1,1,1,1,0,Core staff,1,2,2,WEDNESDAY,9,0,0,0,0,0,0,Bank,,0.515309871,0.450747282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101340,1,Cash loans,F,N,Y,1,135000,148500,15993,148500,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-11025,-1746,-1725,-111,,1,1,0,1,0,0,Managers,3,2,2,THURSDAY,12,0,0,0,1,0,1,Legal Services,0.112512334,0.10278919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101341,0,Cash loans,F,Y,N,0,450000,298512,29079,270000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.032561,-19982,-10998,-9002,-3116,8,1,1,0,1,1,0,Core staff,1,1,1,FRIDAY,13,0,0,0,0,0,0,Government,,0.631920543,0.77008707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101342,0,Cash loans,M,Y,N,0,202500,360000,26194.5,360000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.018029,-15009,-2905,-7630,-5711,10,1,1,1,1,0,1,Drivers,2,3,3,SUNDAY,10,0,0,0,0,0,0,Transport: type 3,,0.325156785,0.073965146,0.0124,0,0.9692,0.5784,0,0,0.069,0.0417,0.0833,0.0282,0.0101,0.0119,0,0,0.0126,0,0.9692,0.5949,0,0,0.069,0.0417,0.0833,0.0289,0.011,0.0124,0,0,0.0125,0,0.9692,0.584,0,0,0.069,0.0417,0.0833,0.0287,0.0103,0.0121,0,0,not specified,block of flats,0.0103,Wooden,Yes,1,0,1,0,-861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
101344,0,Cash loans,F,N,N,0,315000,521280,27423,450000,Family,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.04622,-20548,-561,-2237,-108,,1,1,0,1,0,0,Core staff,1,1,1,SATURDAY,12,0,0,0,0,1,1,Military,,0.586224675,0.546023197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101347,0,Cash loans,F,N,Y,0,94500,562500,23962.5,562500,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.02461,-19340,365243,-1392,-2886,,1,0,0,1,1,0,,2,2,2,SATURDAY,10,0,0,0,1,0,0,XNA,,0.668447058,0.73801962,,0.0663,0.9801,0.728,0.0035,0,0.069,0.1667,0.2083,0.0641,,0.0647,0.0077,0.012,,0.0688,0.9801,0.7387,0.0035,0,0.069,0.1667,0.2083,0.0656,,0.0675,0.0078,0.0127,,0.0663,0.9801,0.7316,0.0035,0,0.069,0.1667,0.2083,0.0652,,0.0659,0.0078,0.0122,,block of flats,0.0879,"Stone, brick",No,0,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101348,0,Revolving loans,M,N,N,1,180000,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-8987,-755,-2967,-1658,,1,1,0,1,0,0,Low-skill Laborers,3,2,2,TUESDAY,17,0,0,0,1,1,0,Business Entity Type 3,0.124340212,0.610982005,0.394495405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101349,0,Cash loans,F,N,Y,0,202500,1125000,36423,1125000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,-18037,-2052,-855,-1539,,1,1,0,1,0,0,Managers,1,2,2,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.719463221,0.475849909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
101350,0,Cash loans,F,N,Y,0,54000,81504,7866,72000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.030755,-21031,365243,-1284,-2346,,1,0,0,1,0,0,,1,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.129915424,0.000527265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101351,0,Cash loans,F,Y,Y,2,157500,363190.5,24399,328500,Unaccompanied,Working,Higher education,Married,House / apartment,0.010006,-10866,-2235,-1385,-3338,3,1,1,0,1,0,0,Laborers,4,2,2,MONDAY,12,0,0,0,0,1,1,Industry: type 9,0.355706572,0.642445259,0.633031641,0.1619,0.2009,0.9911,0.8776,0.0362,0,0.3793,0.1667,0.2083,0.1614,0.1294,0.1787,0.0116,0.0129,0.1649,0.2085,0.9911,0.8824,0.0366,0,0.3793,0.1667,0.2083,0.1651,0.1414,0.1862,0.0117,0.0136,0.1634,0.2009,0.9911,0.8792,0.0365,0,0.3793,0.1667,0.2083,0.1642,0.1317,0.1819,0.0116,0.0132,reg oper account,block of flats,0.1684,Panel,No,2,0,2,0,-2143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101352,0,Cash loans,F,N,Y,1,225000,544491,17694,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-13914,-2726,-3303,-5207,,1,1,0,1,0,1,Sales staff,3,2,2,WEDNESDAY,3,0,0,0,0,0,0,Self-employed,,0.281498588,0.77008707,0.0799,0.0804,0.9767,0.6804,0.0273,0,0.1379,0.1667,0.2083,0.0796,0.0651,0.0624,0.0039,0.0042,0.0809,0.0834,0.9767,0.6929,0.0273,0,0.1379,0.1667,0.2083,0.0802,0.0707,0.0637,0,0,0.0807,0.0804,0.9767,0.6847,0.0275,0,0.1379,0.1667,0.2083,0.081,0.0663,0.0635,0.0039,0.0043,reg oper account,block of flats,0.0648,"Stone, brick",No,0,0,0,0,-168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101357,0,Cash loans,F,N,Y,0,76500,254700,24939,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-22928,365243,-6646,-4148,,1,0,0,1,1,1,,2,2,2,FRIDAY,8,0,0,0,0,0,0,XNA,0.870379244,0.665123798,,0.0186,0,0.9861,0.8096,0.0025,0,0.1034,0.0417,0.0833,0.037,0.0151,0.0189,0,0,0.0189,0,0.9861,0.8171,0.0026,0,0.1034,0.0417,0.0833,0.0378,0.0165,0.0197,0,0,0.0187,0,0.9861,0.8121,0.0026,0,0.1034,0.0417,0.0833,0.0376,0.0154,0.0192,0,0,org spec account,terraced house,0.0148,"Stone, brick",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101358,0,Revolving loans,F,N,N,0,337500,585000,29250,585000,Unaccompanied,Unemployed,Higher education,Single / not married,House / apartment,0.020713,-13964,365243,-115,-4746,,1,0,0,1,0,0,,1,3,3,FRIDAY,5,0,0,0,0,0,0,XNA,,0.105874605,0.824594971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101359,0,Revolving loans,F,N,N,0,112500,180000,9000,180000,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.0105,-9533,-1183,-1435,-2202,,1,1,0,1,0,0,Sales staff,2,3,3,MONDAY,12,0,0,0,0,0,0,Medicine,,0.210235574,0.310818254,0.0464,0.0378,0.9757,0.6668,0.0077,0.04,0.1034,0.2292,0.2708,0.0324,0.0378,0.0576,0,0,0.0252,0.0083,0.9593,0.4642,0,0,0.069,0.0833,0.125,0.0118,0.022,0.0338,0,0,0.0468,0.0378,0.9757,0.6713,0.0078,0.04,0.1034,0.2292,0.2708,0.0329,0.0385,0.0586,0,0,reg oper account,block of flats,0.0255,"Stone, brick",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
101360,1,Cash loans,M,N,Y,0,46948.5,269550,11871,225000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018029,-21167,365243,-3213,-4531,,1,0,0,1,0,0,,1,3,3,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.021414241,,0.2856,0.1019,0.9806,0.7348,0.0321,0,0.5517,0.1667,0.2083,0.2152,0.2051,0.2349,0.1274,0.1403,0.291,0.1058,0.9806,0.7452,0.0323,0,0.5517,0.1667,0.2083,0.2202,0.2241,0.2448,0.1284,0.1486,0.2883,0.1019,0.9806,0.7383,0.0323,0,0.5517,0.1667,0.2083,0.219,0.2086,0.2392,0.1281,0.1433,reg oper account,block of flats,0.2328,Block,No,3,0,3,0,-667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101361,0,Revolving loans,F,N,Y,0,112500,135000,6750,135000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,-9808,-1351,-3741,-2467,,1,1,1,1,1,0,Laborers,1,2,2,FRIDAY,10,0,0,0,0,1,1,Business Entity Type 1,,0.24469019,,0.0928,0.0739,0.9876,,,0,0.2069,0.1667,,,,0.0773,,0.0381,0.0945,0.0767,0.9876,,,0,0.2069,0.1667,,,,0.0806,,0.0403,0.0937,0.0739,0.9876,,,0,0.2069,0.1667,,,,0.0787,,0.0389,,block of flats,0.0691,Panel,No,5,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
101364,0,Cash loans,M,Y,Y,0,180000,1288350,37800,1125000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.007114,-20385,365243,-755,-2106,5,1,0,0,1,1,0,,2,2,2,TUESDAY,16,0,0,0,0,0,0,XNA,,0.262935879,0.664248263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101369,0,Cash loans,F,Y,Y,1,171000,301464,23949,238500,Unaccompanied,Working,Higher education,Married,House / apartment,0.010147,-10361,-623,-1497,-3039,17,1,1,0,1,0,1,Laborers,3,2,2,THURSDAY,9,0,0,0,0,0,0,Self-employed,0.426873564,0.403806603,0.593717587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
101370,0,Cash loans,M,N,N,0,135000,1256400,44644.5,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-12083,-623,-2558,-4314,,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,10,0,0,0,1,1,0,Business Entity Type 3,0.077962483,0.570403809,0.41359676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,-1276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
101371,0,Cash loans,M,N,Y,1,315000,1024636.5,33993,918000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Co-op apartment,0.035792,-18461,-832,-6085,-1974,,1,1,0,1,0,0,Drivers,3,2,2,THURSDAY,11,0,0,0,0,0,0,Transport: type 3,0.463059219,0.440601598,0.137654462,0.0062,0,0.9722,0.6192,0,0,0.0345,0.0417,0.0833,0.0176,0.005,0.0043,0,0,0.0063,0,0.9722,0.6341,0,0,0.0345,0.0417,0.0833,0.018,0.0055,0.0044,0,0,0.0062,0,0.9722,0.6243,0,0,0.0345,0.0417,0.0833,0.0179,0.0051,0.0043,0,0,not specified,terraced house,0.0034,Block,No,1,0,1,0,-2875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101372,0,Cash loans,M,Y,Y,0,225000,127350,12726,112500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.019101,-13418,-6589,-1520,-4084,9,1,1,0,1,0,0,High skill tech staff,2,2,2,SATURDAY,12,0,0,0,0,1,1,Other,0.701565865,0.733521642,0.639707568,0.1649,0.1138,0.9896,0.8572,0.0431,0.16,0.1379,0.375,0.4167,0.0361,0.1345,0.1814,0,0,0.1681,0.1181,0.9896,0.8628,0.0434,0.1611,0.1379,0.375,0.4167,0.0369,0.1469,0.189,0,0,0.1665,0.1138,0.9896,0.8591,0.0433,0.16,0.1379,0.375,0.4167,0.0367,0.1368,0.1847,0,0,reg oper account,block of flats,0.1427,Panel,No,0,0,0,0,-1691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101373,1,Cash loans,M,Y,Y,0,175500,550980,40221,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-16476,-2514,-8464,-29,26,1,1,0,1,0,0,Laborers,2,3,3,FRIDAY,9,0,0,0,0,1,1,Housing,,0.260325229,0.616121691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
101375,0,Cash loans,F,N,N,0,202500,854901,30838.5,738000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.010006,-15532,-4039,-4923,-3979,,1,1,0,1,1,0,Core staff,2,2,1,THURSDAY,12,0,0,0,0,0,0,School,0.450640741,0.726705146,0.538862707,0.1103,0.0648,0.9916,0.8844,0.132,0.08,0.0345,0.3333,0.375,0.0461,0.0883,0.0924,0.0077,0.0114,0.1124,0.0672,0.9916,0.8889,0.1332,0.0806,0.0345,0.3333,0.375,0.0471,0.0964,0.0962,0.0078,0.012,0.1114,0.0648,0.9916,0.8859,0.1329,0.08,0.0345,0.3333,0.375,0.0469,0.0898,0.094,0.0078,0.0116,reg oper account,block of flats,0.0981,Panel,No,0,0,0,0,-413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101376,0,Cash loans,F,N,N,0,135000,582228,18778.5,486000,Family,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.030755,-20518,-4891,-3,-3976,,1,1,0,1,0,0,Security staff,1,2,2,FRIDAY,13,0,0,0,0,0,0,Government,,0.602105347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101377,0,Cash loans,M,N,N,0,135000,525735,42282,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.019101,-16475,-1701,-1106,-20,,1,1,0,1,0,0,,1,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,,0.645448502,0.76623367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101378,0,Cash loans,F,N,Y,0,67500,135000,14305.5,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018209,-15312,-2420,-3590,-4233,,1,1,0,1,0,0,Laborers,1,3,3,WEDNESDAY,8,0,0,0,0,0,0,Industry: type 3,0.549229163,0.547919302,0.75037515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
